ngram,freq
EARS,-9.555751112308831
INTENT,-11.452871097194713
FLAMING,-12.146018277754658
WINEGLASSES,-13.244630566422769
DECISION,-10.066576736074822
DESPERATION,-11.858336205302878
FACING,-9.94879370041844
RUSSIANS,-8.254197979644031
CONQUER,-11.298720417367456
CONSCIOUS,-9.201579298588218
EMPHATIC,-12.146018277754658
OCCASION,-10.472041844182987
COLONELS,-11.452871097194713
APPROVINGLY,-11.452871097194713
DMITRIEVNAS,-10.536580365320559
INQUIRED,-9.581068920293122
DEMANDED,-9.555751112308831
EXCITING,-11.858336205302878
TRUCE,-10.60557323680751
FRET,-12.146018277754658
SPARE,-10.472041844182987
BATTLE,-7.375333653288994
CARRIED,-8.669919587919386
CONCENTRATED,-10.10913635049362
NATASHAS,-8.499698438059518
RECKLESS,-11.858336205302878
RESOLUTION,-10.248898292868777
CONTRALTO,-13.244630566422769
AUDIBLE,-10.300191587256329
STERNLY,-9.581068920293122
THREATENING,-10.354258808526604
FORBIDDING,-11.635192653988668
SWEETS,-11.452871097194713
FROWN,-10.200108128699345
FAT,-9.94879370041844
THREATENINGLY,-10.942045473428722
UNCERTAIN,-11.165189024742933
SALLY,-13.244630566422769
CARE,-9.373429555514878
BOLDLY,-10.153588113064453
SAUCY,-13.244630566422769
GAIETY,-10.679681208961231
DOUBLED,-11.858336205302878
ICE,-10.354258808526604
PUDDING,-12.146018277754658
BRAVED,-13.244630566422769
CREAM,-11.858336205302878
CARROT,-13.244630566422769
ICES,-12.146018277754658
SCREAMED,-9.810643361937622
INCREDIBLE,-11.635192653988668
BOLDNESS,-11.047405989086549
SMARTNESS,-12.551483385862824
DARED,-9.912426056247565
DESISTED,-13.244630566422769
PINEAPPLE,-13.244630566422769
CHAMPAGNE,-11.298720417367456
SEATS,-11.298720417367456
CLINK,-13.244630566422769
REDDER,-12.146018277754658
XX,-11.047405989086549
SETS,-11.452871097194713
LIBRARY,-11.635192653988668
FANWISE,-13.244630566422769
AFTERDINNER,-11.858336205302878
NAP,-11.165189024742933
INSTIGATION,-13.244630566422769
CLAVICHORD,-10.153588113064453
HARP,-11.298720417367456
REQUEST,-10.300191587256329
VARIATIONS,-12.551483385862824
BEGGING,-10.942045473428722
NOTED,-11.298720417367456
MUSICAL,-11.298720417367456
TALENT,-11.047405989086549
SING,-9.843433184760613
TREATED,-10.066576736074822
BROOK,-11.635192653988668
SONYAS,-9.810643361937622
CHEST,-9.39448296471271
PASSAGE,-9.293386847841342
MOURNING,-11.452871097194713
FEMALE,-11.452871097194713
DOWNWARD,-11.452871097194713
NURSES,-10.60557323680751
FEATHER,-10.679681208961231
TOP,-10.300191587256329
CRUMPLING,-12.146018277754658
GAUZY,-13.244630566422769
PINK,-10.679681208961231
SOBBING,-10.10913635049362
CONVULSIVELY,-11.452871097194713
SAINTS,-11.047405989086549
SHIVER,-11.635192653988668
DROOPED,-12.146018277754658
OO,-11.298720417367456
WIDENED,-12.551483385862824
WAIL,-11.165189024742933
BABY,-9.718270041806607
LIFT,-9.986534028401287
DEEPER,-10.536580365320559
STRIPED,-12.551483385862824
HUGGING,-11.858336205302878
WEEKS,-9.633712653778543
PAPER,-9.184187555876349
ENVIOUS,-11.165189024742933
GAINING,-11.165189024742933
DIFFICULTIES,-10.354258808526604
METROPOLITAN,-13.244630566422769
SPOILING,-11.298720417367456
HEARTLESS,-11.858336205302878
UNGRATEFUL,-12.146018277754658
TRULY,-11.047405989086549
WITNESS,-11.298720417367456
WILLINGLY,-11.452871097194713
SACRIFICE,-9.352810268312142
CONSOLING,-11.635192653988668
COPIED,-11.858336205302878
SHED,-9.101495840031236
SOB,-10.472041844182987
BITTERLY,-11.452871097194713
HUGGED,-11.858336205302878
COMFORTING,-10.846735293624398
COUSINS,-11.858336205302878
SPITEFUL,-11.635192653988668
JUMP,-11.298720417367456
PAWS,-13.244630566422769
WORSTED,-13.244630566422769
CRISP,-13.244630566422769
LOCK,-10.942045473428722
STRAYED,-12.146018277754658
CLUNG,-10.942045473428722
TUCKING,-12.146018277754658
BONY,-11.298720417367456
SANG,-9.748123004956287
QUARTETTE,-13.244630566422769
SONG,-9.748123004956287
LEARNED,-9.101495840031236
NIGHTTIME,-13.244630566422769
MOONS,-13.244630566422769
GLOW,-10.354258808526604
SWEET,-10.066576736074822
FANCIES,-11.298720417367456
WANDER,-12.551483385862824
THEE,-10.10913635049362
WAFTING,-13.244630566422769
MUSIC,-9.373429555514878
OER,-12.551483385862824
LEA,-13.244630566422769
SWELLS,-12.551483385862824
MESSAGE,-10.60557323680751
BLISS,-10.846735293624398
UNSPOILT,-13.244630566422769
VERSE,-11.452871097194713
DANCE,-9.633712653778543
COUGHING,-11.858336205302878
MUSICIANS,-11.635192653988668
WALKING,-9.506960948139401
DANCERS,-11.047405989086549
FIGURES,-9.877334736436294
TEACHER,-11.858336205302878
TUNING,-13.244630566422769
CONSPICUOUS,-11.858336205302878
FAN,-11.858336205302878
POSE,-10.248898292868777
FANNING,-12.551483385862824
CROSSED,-9.070243296527131
ECOSSAISE,-11.165189024742933
MAJORITY,-10.759723916634767
STRETCHING,-10.536580365320559
REPLACING,-12.146018277754658
PURSES,-13.244630566422769
POCKETBOOKS,-13.244630566422769
COUNTENANCES,-12.551483385862824
SOMEWHAT,-10.536580365320559
BALLET,-12.146018277754658
DEBONAIR,-13.244630566422769
GALLANTRY,-13.244630566422769
CLAPPED,-12.551483385862824
VIOLIN,-12.146018277754658
SEMEN,-13.244630566422769
DANIEL,-9.661111627966658
COOPER,-11.635192653988668
STRICTLY,-11.298720417367456
ANGLAISE,-12.146018277754658
JOVIAL,-12.551483385862824
GENTLEMAN,-9.748123004956287
STRAIGHTENED,-11.452871097194713
TOES,-10.679681208961231
TAPPED,-12.146018277754658
BROADENED,-13.244630566422769
ONLOOKERS,-11.635192653988668
PROVOCATIVELY,-12.551483385862824
RESEMBLING,-10.679681208961231
PEASANT,-8.996135324373409
DOORWAYS,-12.551483385862824
DOMESTIC,-10.200108128699345
MASTER,-8.744820896092504
EAGLE,-11.452871097194713
HANDED,-9.201579298588218
SPECTATORS,-12.551483385862824
UNEXPECTEDNESS,-12.551483385862824
ADROIT,-11.635192653988668
MANEUVERS,-10.248898292868777
AGILITY,-11.298720417367456
CAPERED,-13.244630566422769
IMPRESSION,-9.53105849971846
EXERTIONS,-12.551483385862824
BEND,-11.635192653988668
STAMP,-11.858336205302878
VIEW,-8.801979309932452
SIZE,-11.165189024742933
LIVELIER,-11.452871097194713
EVOLUTIONS,-13.244630566422769
URGING,-10.942045473428722
COUPLE,-9.843433184760613
INTERVALS,-10.846735293624398
FASTER,-10.066576736074822
WHIRLED,-11.858336205302878
EXECUTED,-9.778894663623042
PAS,-10.10913635049362
BACKWARDS,-10.942045473428722
BOWING,-10.025754741554568
PERSPIRING,-10.536580365320559
SWEEP,-12.551483385862824
THUNDER,-11.635192653988668
APPLAUSE,-12.551483385862824
PARTNERS,-11.165189024742933
HANDKERCHIEFS,-11.635192653988668
PUFFING,-11.165189024742933
XXI,-11.165189024742933
SIXTH,-10.10913635049362
TUNE,-10.846735293624398
BLUNDERED,-11.858336205302878
COOKS,-11.858336205302878
STROKE,-10.759723916634767
PRONOUNCED,-11.452871097194713
RECOVERY,-11.858336205302878
MUTE,-11.858336205302878
CONFESSION,-11.452871097194713
COMMUNION,-11.298720417367456
ADMINISTERED,-11.858336205302878
PREPARATIONS,-10.300191587256329
SACRAMENT,-11.047405989086549
UNCTION,-11.635192653988668
BUSTLE,-10.942045473428722
THRILL,-11.858336205302878
SUSPENSE,-11.858336205302878
BEYOND,-8.581191472310701
GATES,-10.153588113064453
UNDERTAKERS,-13.244630566422769
EXPECTATION,-10.60557323680751
EXPENSIVE,-11.165189024742933
FUNERAL,-11.165189024742933
GOVERNOR,-9.748123004956287
ASSIDUOUS,-12.551483385862824
AIDESDE,-11.047405989086549
INQUIRE,-10.942045473428722
BID,-12.551483385862824
FAREWELL,-11.047405989086549
MAGNIFICENT,-12.146018277754658
CLERGY,-11.298720417367456
THINNER,-11.047405989086549
PALER,-11.635192653988668
ESCORTED,-12.146018277754658
LEG,-9.025122861246661
LEANING,-9.43796807665245
COVERING,-10.472041844182987
UNUSUALLY,-11.165189024742933
CORRIDOR,-10.10913635049362
DIMLY,-10.472041844182987
WHISPERS,-10.759723916634767
EXPECTANCY,-12.551483385862824
CREAKED,-10.846735293624398
LIMITS,-11.452871097194713
OERPASSED,-13.244630566422769
PRIEST,-10.10913635049362
ADMINISTER,-12.551483385862824
PRIESTS,-10.411417222366552
CLERICAL,-12.551483385862824
TITLE,-11.047405989086549
MADAM,-10.942045473428722
GRIZZLED,-12.146018277754658
STRANDS,-12.551483385862824
COMBED,-12.146018277754658
YOUNGLOOKING,-12.551483385862824
SIXTY,-10.679681208961231
SICKROOM,-13.244630566422769
CATHERINE,-10.679681208961231
FEELS,-9.986534028401287
MEDICINE,-10.536580365320559
BOILED,-11.858336205302878
WATER,-8.767293751944562
TARTAR,-11.165189024742933
DERE,-13.244630566422769
NEFFER,-13.244630566422769
GASE,-13.244630566422769
DAT,-12.551483385862824
LIFFS,-13.244630566422769
SIRD,-13.244630566422769
VONT,-13.244630566422769
ACCORDING,-8.996135324373409
LORRAINS,-13.244630566422769
INSTRUCTIONS,-9.555751112308831
NEGATIVE,-11.452871097194713
DECOROUS,-13.244630566422769
SELFSATISFACTION,-12.146018277754658
PATIENTS,-11.858336205302878
TINY,-11.298720417367456
LAMPS,-11.635192653988668
BURNING,-9.167093122517048
ICONS,-9.877334736436294
SCENT,-11.047405989086549
FLOWERS,-10.942045473428722
PASTILLES,-13.244630566422769
PIECES,-10.248898292868777
FURNITURE,-10.942045473428722
WHATNOTS,-13.244630566422769
CUPBOARDS,-12.146018277754658
QUILT,-10.472041844182987
SCREEN,-10.942045473428722
BARK,-11.452871097194713
EXTREMELY,-10.536580365320559
SMOOTH,-10.153588113064453
VARNISH,-12.146018277754658
CATICHE,-10.942045473428722
SEATING,-12.146018277754658
WEARILY,-11.452871097194713
VACATED,-12.551483385862824
WARM,-9.39448296471271
STONILY,-13.244630566422769
REFERRED,-10.200108128699345
NAMING,-12.146018277754658
RIGID,-11.452871097194713
ABNORMALLY,-13.244630566422769
DIRECTLY,-9.689282504933354
EMOTION,-9.94879370041844
EASIER,-10.846735293624398
CHEEKS,-9.718270041806607
TWITCH,-11.858336205302878
IMPUDENTLY,-12.551483385862824
LAP,-12.146018277754658
RESOLVED,-10.10913635049362
BREAK,-9.877334736436294
SEMENOVNA,-11.858336205302878
THEME,-11.858336205302878
STRUGGLE,-10.025754741554568
TESTILY,-12.551483385862824
MAMONTOV,-13.244630566422769
HEIRS,-11.858336205302878
DEFINITELY,-10.60557323680751
PRAY,-9.748123004956287
MERCIFUL,-11.635192653988668
PEACEFULLY,-11.298720417367456
IMPATIENTLY,-10.846735293624398
PROPERTY,-9.633712653778543
WILLS,-10.759723916634767
ESTATE,-9.201579298588218
CLUTCHING,-10.759723916634767
LEGITIMATION,-13.244630566422769
SERVICES,-10.759723916634767
GRANTED,-11.047405989086549
DISCUSSION,-10.536580365320559
SEIZING,-9.94879370041844
SIGHED,-9.237297381190297
PETITION,-10.60557323680751
LEGITIMATE,-11.047405989086549
SHARE,-9.912426056247565
DAYLIGHT,-11.047405989086549
LEGAL,-11.452871097194713
OVERLOOKED,-12.551483385862824
SARDONICALLY,-13.244630566422769
BATARD,-13.244630566422769
SUPPOSING,-10.354258808526604
TRANSLATION,-13.244630566422769
EFFECTIVELY,-13.244630566422769
INVALIDITY,-13.244630566422769
CONTENTION,-12.551483385862824
BASTARD,-13.244630566422769
CONSOLATION,-10.536580365320559
DUTIFUL,-13.244630566422769
ET,-10.354258808526604
TOUT,-11.165189024742933
CE,-10.942045473428722
SENSUIT,-13.244630566422769
THEREFROM,-13.244630566422769
PERFECT,-10.354258808526604
ASSUME,-9.986534028401287
WRANGLE,-13.244630566422769
KINSWOMAN,-13.244630566422769
HEIRESSES,-11.452871097194713
EXPERT,-13.244630566422769
ONUFRICH,-13.244630566422769
SOLICITOR,-13.244630566422769
SUDDEN,-10.536580365320559
TRANSITIONS,-12.551483385862824
RECOGNITION,-11.165189024742933
SACRIFICED,-11.298720417367456
MEANNESS,-12.146018277754658
DECEIT,-12.146018277754658
ENVY,-10.679681208961231
INTRIGUE,-11.165189024742933
INGRATITUDE,-11.635192653988668
BLACKEST,-13.244630566422769
INSISTED,-9.689282504933354
TWITCHING,-10.536580365320559
VILE,-10.846735293624398
INTRIGUING,-12.146018277754658
RACE,-10.354258808526604
CASUALLY,-11.047405989086549
RECTIFY,-12.146018277754658
INJUSTICE,-11.298720417367456
RENDERING,-11.635192653988668
RISEN,-10.248898292868777
JUSTICE,-10.066576736074822
CUNNING,-10.354258808526604
REASONABLE,-10.759723916634767
SENSIBLY,-12.146018277754658
DESTROY,-9.718270041806607
CONSCIENTIOUSLY,-12.551483385862824
PROTEGE,-11.858336205302878
HOUSEMAID,-12.146018277754658
INFAMOUS,-12.551483385862824
WHEEDLED,-13.244630566422769
DISGRACEFUL,-11.452871097194713
SOPHIE,-11.635192653988668
REPEAT,-10.153588113064453
FORTNIGHT,-10.411417222366552
WEVE,-10.411417222366552
INLAID,-12.146018277754658
PORTFOLIO,-10.942045473428722
KEEPS,-11.635192653988668
PILLOW,-10.248898292868777
IGNORING,-13.244630566422769
SHRIEKED,-11.165189024742933
WORMING,-13.244630566422769
XXII,-11.298720417367456
CONTAINING,-10.679681208961231
ACCOMPANY,-11.047405989086549
DRIVING,-9.689282504933354
ROLLED,-10.153588113064453
WINDOWS,-10.10913635049362
COMFORT,-10.025754741554568
ASLEEP,-8.875182713955747
WOKE,-10.354258808526604
ROUSING,-12.551483385862824
AWAITED,-9.689282504933354
TRADESPEOPLE,-13.244630566422769
SHADOW,-10.759723916634767
PAUSING,-11.165189024742933
COACHMAN,-9.53105849971846
NARROW,-10.025754741554568
STONE,-9.877334736436294
LAGGING,-11.858336205302878
JUDGING,-10.300191587256329
HASTE,-10.025754741554568
KNOCKED,-10.354258808526604
PAILS,-13.244630566422769
BOOTS,-9.101495840031236
CLATTERING,-12.146018277754658
EVINCE,-12.551483385862824
PERMISSIBLE,-13.244630566422769
ID,-9.94879370041844
AFTERNOON,-10.60557323680751
HADNT,-11.165189024742933
WRONGS,-11.635192653988668
AGONY,-11.858336205302878
TRUST,-10.846735293624398
STRONGER,-9.555751112308831
MEEKLY,-10.942045473428722
SERVANT,-9.778894663623042
KNITTING,-11.165189024742933
STOCKING,-11.452871097194713
EXISTENCE,-9.810643361937622
DECANTER,-12.551483385862824
TRAY,-11.858336205302878
INSTINCTIVELY,-10.679681208961231
SLAMMED,-11.165189024742933
ACTION,-7.971631007859021
COMPOSURE,-11.047405989086549
DEPICTED,-11.635192653988668
GUIDE,-10.679681208961231
EVINCED,-13.244630566422769
FAINTLY,-12.146018277754658
SUMPTUOUS,-13.244630566422769
APPROACH,-9.94879370041844
BATH,-11.298720417367456
SPILLED,-12.146018277754658
CARPET,-10.942045473428722
DEACON,-11.047405989086549
CENSER,-13.244630566422769
TIPTOE,-10.066576736074822
BUST,-12.551483385862824
WHISPERING,-10.354258808526604
DECISIVE,-10.472041844182987
ADMISSION,-12.146018277754658
ASSURED,-10.300191587256329
CASTING,-11.635192653988668
RAPID,-9.415989169933674
CONFESSOR,-12.146018277754658
GLIDED,-11.635192653988668
AMBLE,-13.244630566422769
EXACTLY,-9.843433184760613
SEEMING,-11.298720417367456
GROW,-9.912426056247565
SMALLER,-10.679681208961231
BLESSING,-10.60557323680751
CAST,-10.759723916634767
UPWARDS,-11.452871097194713
CLOSING,-10.472041844182987
RESPECTFUL,-10.200108128699345
DISAPPEARED,-9.748123004956287
MONITRESS,-12.551483385862824
IMPLICITLY,-12.551483385862824
AWE,-10.942045473428722
SERVILITY,-12.551483385862824
DEFERENCE,-11.635192653988668
GLOVE,-11.298720417367456
OBLIGED,-10.300191587256329
RITE,-12.551483385862824
BOUND,-9.460440932504508
SYMMETRICALLY,-11.858336205302878
EGYPTIAN,-12.551483385862824
STATUE,-12.146018277754658
YIELD,-10.942045473428722
GUIDING,-11.858336205302878
MAJESTICALLY,-12.146018277754658
ASCERTAIN,-11.635192653988668
HESITATED,-10.942045473428722
BLOW,-9.718270041806607
PERPLEXITY,-10.025754741554568
GRASPED,-11.858336205302878
JERKED,-10.846735293624398
DEACONS,-13.244630566422769
SERVANTS,-9.184187555876349
DISCHARGE,-11.635192653988668
DIVINE,-9.94879370041844
INEXHAUSTIBLE,-12.146018277754658
STEPPING,-10.10913635049362
PERMISSION,-10.10913635049362
XXIII,-11.635192653988668
DIVIDED,-10.354258808526604
COLUMNS,-9.53105849971846
ARCH,-12.146018277754658
WALLS,-9.912426056247565
HUNG,-9.718270041806607
PERSIAN,-11.165189024742933
CARPETS,-10.759723916634767
SILKCURTAINED,-13.244630566422769
MAHOGANY,-12.551483385862824
BEDSTEAD,-11.047405989086549
BRIGHTLY,-10.10913635049362
ILLUMINATED,-11.452871097194713
CHURCH,-9.21927887568762
GLEAMING,-12.146018277754658
SNOWY,-11.858336205302878
PILLOWS,-10.846735293624398
FRESHLY,-10.846735293624398
WAIST,-10.679681208961231
MAJESTIC,-10.153588113064453
MANE,-11.165189024742933
LION,-13.244630566422769
CHARACTERISTICALLY,-12.146018277754658
RUDDY,-11.635192653988668
WAX,-10.536580365320559
TAPER,-11.635192653988668
FOREFINGER,-12.551483385862824
THUMB,-11.452871097194713
GLITTERING,-9.748123004956287
VESTMENTS,-12.551483385862824
TAPERS,-12.551483385862824
CONDUCTING,-11.635192653988668
VICIOUS,-10.942045473428722
DECLARING,-11.858336205302878
MEEK,-11.452871097194713
SORROWFUL,-11.165189024742933
ALLFORGIVING,-13.244630566422769
CARVED,-11.635192653988668
UPWARD,-12.551483385862824
PIETY,-12.551483385862824
SENTIMENTS,-11.858336205302878
MENSERVANTS,-12.551483385862824
SEPARATED,-9.810643361937622
CHANTING,-12.146018277754658
SIGHS,-11.452871097194713
SHUFFLING,-11.452871097194713
DISTRACTED,-11.298720417367456
OBSERVING,-11.047405989086549
LOVING,-9.661111627966658
HIDDEN,-10.200108128699345
AWHILE,-10.60557323680751
RESIST,-10.60557323680751
TEMPTATION,-11.452871097194713
STOOPING,-10.60557323680751
BECKONED,-10.942045473428722
IMPLYING,-11.858336205302878
FOREIGNER,-11.298720417367456
DIFFERENCES,-11.858336205302878
APPROVED,-10.759723916634767
SICK,-9.43796807665245
NOISELESS,-11.858336205302878
VIGOR,-11.635192653988668
PULSE,-11.635192653988668
INTERVAL,-11.635192653988668
INTIMATED,-13.244630566422769
SILKEN,-13.244630566422769
HANGINGS,-13.244630566422769
OCCURRENCE,-11.298720417367456
HAPPENING,-9.43796807665245
CONGRATULATING,-13.244630566422769
IMMOVABLE,-13.244630566422769
SURROUNDED,-9.070243296527131
REDDISHYELLOW,-13.244630566422769
JUDGED,-11.165189024742933
CAUTIOUS,-11.858336205302878
UNDERNEATH,-13.244630566422769
HEAVY,-9.293386847841342
BEARERS,-11.298720417367456
WEIGHT,-10.354258808526604
GLIMPSE,-11.298720417367456
BACKS,-11.047405989086549
UNCOVERED,-11.635192653988668
ARMPITS,-12.146018277754658
LEONINE,-13.244630566422769
BROW,-10.846735293624398
CHEEKBONES,-12.146018277754658
SENSUAL,-12.551483385862824
DISFIGURED,-11.858336205302878
HELPLESSLY,-11.298720417367456
UNEVEN,-11.635192653988668
GAZE,-10.200108128699345
STATELY,-11.858336205302878
COMPLETED,-11.165189024742933
PROPPED,-11.635192653988668
PALMS,-11.858336205302878
SIGNIFICANCE,-9.150286004200668
MORTAL,-11.047405989086549
SUGGESTION,-11.047405989086549
BONED,-11.858336205302878
FLESHY,-12.146018277754658
STIRRED,-10.759723916634767
OBEDIENTLY,-11.858336205302878
SYMMETRICAL,-13.244630566422769
UTMOST,-10.759723916634767
LASTED,-10.354258808526604
MUSCLES,-12.146018277754658
INCREASED,-9.43796807665245
REALIZE,-9.843433184760613
ISSUED,-10.066576736074822
HOARSE,-10.354258808526604
FRUITLESS,-12.551483385862824
TERROR,-9.633712653778543
FLITTED,-11.298720417367456
BRAIN,-11.165189024742933
REFRACTORY,-13.244630566422769
FEEBLE,-10.200108128699345
DERIDE,-13.244630566422769
HELPLESSNESS,-12.551483385862824
UNEXPECTED,-9.633712653778543
TICKLING,-12.551483385862824
DIMMED,-12.146018277754658
DOZING,-11.635192653988668
XXIV,-11.858336205302878
SYMPATHETIC,-12.146018277754658
SQUEEZE,-12.146018277754658
REFRESHING,-12.551483385862824
SLEEPLESS,-10.846735293624398
DELICIOUS,-11.165189024742933
RESTRAINED,-11.165189024742933
SIPPING,-12.551483385862824
CHINESE,-12.146018277754658
HANDLELESS,-13.244630566422769
CIRCULAR,-11.858336205302878
FORTIFY,-11.858336205302878
MIRRORS,-11.047405989086549
PEARLS,-11.047405989086549
BRILLIANTLY,-12.146018277754658
DISORDER,-10.153588113064453
MOTLEY,-12.551483385862824
THRONG,-10.942045473428722
MERRYMAKING,-12.551483385862824
SOMBERLY,-13.244630566422769
BEDROOM,-10.066576736074822
EXCITED,-9.101495840031236
PERMIT,-11.635192653988668
SPEAKERS,-11.858336205302878
BLANDLY,-11.635192653988668
IMPRESSIVELY,-12.551483385862824
PREVENTING,-12.551483385862824
NEEDS,-9.778894663623042
REPOSE,-11.858336205302878
WORLDLY,-10.846735293624398
FLABBY,-12.146018277754658
HEAVIER,-11.452871097194713
VIOLENTLY,-11.047405989086549
PLEASES,-11.298720417367456
WRITING,-9.53105849971846
SPRANG,-10.153588113064453
BAR,-11.635192653988668
IMPLORE,-12.551483385862824
EN,-11.165189024742933
CONJURE,-13.244630566422769
EFFORTS,-9.506960948139401
FLATTERING,-10.759723916634767
TENACIOUSLY,-12.551483385862824
HONEYED,-13.244630566422769
FIRMNESS,-10.536580365320559
CONSULTATION,-11.047405989086549
PERMITS,-12.146018277754658
THRESHOLD,-10.759723916634767
INTRIGUER,-11.858336205302878
HISSED,-12.146018277754658
VICIOUSLY,-12.551483385862824
GRIP,-12.146018277754658
SATISFY,-11.298720417367456
ASTONISHMENT,-10.679681208961231
CONSEQUENCES,-11.298720417367456
DARTING,-13.244630566422769
NOISILY,-11.165189024742933
BANGED,-12.551483385862824
WRINGING,-13.244630566422769
RECOVERING,-11.635192653988668
BITING,-11.452871097194713
UNDERLIP,-13.244630566422769
IRREPRESSIBLE,-11.165189024742933
BURSTING,-11.635192653988668
STAGGERED,-11.858336205302878
JAW,-10.536580365320559
AGUE,-13.244630566422769
SINCERITY,-11.298720417367456
DECEIVE,-10.846735293624398
SLOW,-10.942045473428722
WETTING,-13.244630566422769
WEEP,-10.153588113064453
LOSS,-9.460440932504508
IMPOSES,-13.244630566422769
COLORING,-12.551483385862824
SHYLY,-10.759723916634767
ACQUAINTANCES,-9.581068920293122
DETAILS,-9.661111627966658
DIED,-9.255646519858495
EDIFYING,-12.551483385862824
PITIFUL,-10.846735293624398
GRIEF,-9.689282504933354
SADDEN,-13.244630566422769
UPLIFTS,-13.244630566422769
DISAPPROVINGLY,-11.165189024742933
XXV,-11.858336205302878
ANDREEVICH,-11.165189024742933
DAILY,-11.452871097194713
ROUTINE,-11.165189024742933
PAUL,-10.846735293624398
EXILED,-12.146018277754658
CONTINUOUSLY,-11.298720417367456
BOURIENNE,-8.491040375316404
REIGN,-10.066576736074822
CAPITALS,-11.858336205302878
REMARKING,-11.858336205302878
MILES,-9.167093122517048
NEEDED,-9.117496181377676
SOURCES,-11.635192653988668
VICE,-10.472041844182987
IDLENESS,-10.942045473428722
SUPERSTITION,-12.551483385862824
VIRTUES,-10.759723916634767
ACTIVITY,-8.553282684193626
UNDERTOOK,-12.146018277754658
DEVELOP,-12.146018277754658
CARDINAL,-13.244630566422769
ALGEBRA,-13.244630566422769
GEOMETRY,-11.635192653988668
MEMOIRS,-11.635192653988668
SOLVING,-12.551483385862824
PROBLEMS,-11.635192653988668
MATHEMATICS,-11.165189024742933
SNUFFBOXES,-12.551483385862824
LATHE,-11.047405989086549
WORKING,-10.411417222366552
GARDEN,-9.415989169933674
SUPERINTENDING,-13.244630566422769
BUILDING,-10.153588113064453
REGULARITY,-12.551483385862824
PRIME,-12.551483385862824
FACILITATING,-13.244630566422769
EXACTITUDE,-12.146018277754658
CONDITIONS,-9.150286004200668
INVARIABLY,-12.146018277754658
EXACTING,-12.146018277754658
HARDHEARTED,-12.551483385862824
AROUSED,-9.843433184760613
RETIREMENT,-11.635192653988668
PROVINCE,-10.354258808526604
ANTECHAMBER,-11.635192653988668
ARCHITECT,-10.472041844182987
GARDENER,-11.452871097194713
PUNCTUALLY,-13.244630566422769
ENORMOUSLY,-11.452871097194713
POWDERED,-10.759723916634767
WIG,-12.146018277754658
WITHERED,-11.635192653988668
BUSHY,-11.452871097194713
SHREWD,-10.942045473428722
YOUTHFULLY,-13.244630566422769
TREPIDATION,-12.146018277754658
PRAYER,-9.607044406696383
PRAYED,-10.066576736074822
MANSERVANT,-12.551483385862824
HUM,-10.759723916634767
NOISELESSLY,-11.047405989086549
BOOKS,-9.877334736436294
PLANS,-9.21927887568762
GLASSFRONTED,-13.244630566422769
BOOKCASES,-13.244630566422769
KEYS,-11.298720417367456
DESK,-11.452871097194713
EXERCISE,-10.536580365320559
TOOLS,-11.298720417367456
SHAVINGS,-12.551483385862824
SCATTERED,-10.472041844182987
CONTINUOUS,-10.942045473428722
VARIED,-12.551483385862824
ORDERLY,-9.483430450729205
SHOD,-12.146018277754658
BOOT,-10.846735293624398
LEAN,-11.165189024742933
SINEWY,-11.635192653988668
TENACIOUS,-12.551483385862824
ENDURANCE,-11.298720417367456
HARDY,-13.244630566422769
TURNS,-10.300191587256329
PEDAL,-13.244630566422769
WIPED,-10.536580365320559
CHISEL,-12.551483385862824
LEATHER,-10.354258808526604
POUCH,-11.858336205302878
SUMMONED,-10.300191587256329
BRISTLY,-13.244630566422769
CHEEK,-10.066576736074822
UNSHAVEN,-12.551483385862824
PAGE,-10.60557323680751
SCRATCH,-12.146018277754658
PARAGRAPH,-12.551483385862824
NAIL,-13.244630566422769
PATCHES,-11.298720417367456
HELOISE,-12.551483385862824
YELLOWISH,-12.146018277754658
LETTERS,-9.133756702249457
ABRUPTLY,-10.942045473428722
GEOMETRICAL,-12.551483385862824
ACRID,-13.244630566422769
TRIANGLES,-13.244630566422769
ANGLE,-11.047405989086549
ABC,-13.244630566422769
EXPLANATIONS,-11.165189024742933
TEACHERS,-12.146018277754658
FAULT,-9.555751112308831
PUPILS,-10.942045473428722
DIM,-10.354258808526604
BREATH,-10.10913635049362
PROBLEM,-10.248898292868777
VEHEMENT,-12.551483385862824
SCOLDED,-13.244630566422769
FLUNG,-10.60557323680751
SHARPLY,-10.300191587256329
PACED,-9.912426056247565
LESSON,-11.165189024742933
PATTED,-10.759723916634767
UNCUT,-13.244630566422769
KEY,-11.635192653988668
MYSTERIES,-11.858336205302878
RELIGIOUS,-11.047405989086549
ANYONES,-11.165189024742933
BELIEF,-10.679681208961231
RARELY,-10.200108128699345
SICKLY,-11.635192653988668
PLAINER,-12.146018277754658
MINIATURE,-12.551483385862824
PORTRAITS,-12.146018277754658
LITTERED,-11.635192653988668
UNTIDY,-13.244630566422769
TIDY,-12.146018277754658
SEAL,-11.165189024742933
FRIGHTFUL,-11.858336205302878
SEPARATION,-10.846735293624398
SEPARATING,-11.298720417367456
UNITED,-10.472041844182987
INDISSOLUBLE,-12.146018277754658
BONDS,-11.858336205302878
REBELS,-13.244630566422769
PLEASURES,-10.759723916634767
DISTRACTIONS,-12.146018277754658
OVERCOME,-10.846735293624398
PARTED,-10.536580365320559
DRAW,-10.025754741554568
MORAL,-9.778894663623042
